school,relationship_status,have_ever_relationship,life_satisfaction,relationship_satisfaction,self_desirability,num_relationships
Harvard College,"In a relationship, less than 6 months",No,6,4,5,
Tufts University,Single and looking for a relationship,No,6,3,4,
Harvard College,Single and looking for a relationship,Yes,5,3,6,3
Washington University in St. Louis,Single and not looking for a relationship,No,6,4,4,
"University of California, Berkeley",Single and not looking for a relationship,No,6,,7,
Carleton College,"In a relationship, less than 6 months",Yes,4,6,4,3
Brown University,Single and looking for a relationship,No,7,2,6,
University of Washington,"In a relationship, less than 6 months",No,3,7,6,
"University of Nevada, Las Vegas",Single and looking for a relationship,No,6,,4,
Harvard College,Single and looking for a relationship,No,6,2,5,
Harvard College,Single and not looking for a relationship,No,6,6,6,
Harvard College,Single and not looking for a relationship,No,7,6,8,
University of Wisconsin-Madison,Single and looking for a relationship,No,6,3,6,
Harvard College,Single and looking for a relationship,Yes,6,3,6,1
Harvard College,"In a relationship, less than 6 months",Yes,6,7,7,3
The University of Chicago,"In a relationship, longer than 6 months",Yes,6,7,5,1
Princeton University,Single and looking for a relationship,No,2,0,2,
Harvard College,Single and looking for a relationship,No,6,2,5,
Vanderbilt University,Single and looking for a relationship,No,2,1,6,
The Claremont Colleges,Single and looking for a relationship,No,5,2,2,
Harvard College,Single and not looking for a relationship,No,5,3,5,
Harvard College,"In a relationship, longer than 6 months",Yes,6,7,6,2
Harvard College,Single and looking for a relationship,Yes,5,2,6,1
University of Wisconsin-Madison,Single and looking for a relationship,No,3,3,8,
Carleton College,Single and looking for a relationship,No,3,3,6,
Yale University,Single and looking for a relationship,No,7,3,6,
Carleton College,"In a relationship, less than 6 months",Yes,5,5,6,3
Harvard College,Single and not looking for a relationship,No,6,,,
Carleton College,"In a relationship, less than 6 months",Yes,5,5,6,2
University of Wisconsin-Madison,Single and looking for a relationship,No,3,4,5,
Harvard College,Single and looking for a relationship,Yes,7,1,,
Harvard College,Single and looking for a relationship,No,7,2,6,
Other,Single and looking for a relationship,Yes,3,2,2,1
Harvard College,Single and looking for a relationship,No,5,3,5,
The Claremont Colleges,"In a relationship, longer than 6 months",Yes,5,8,6,1
University of Wisconsin-Madison,Single and not looking for a relationship,No,5,8,0,
Carleton College,Single and looking for a relationship,No,4,1,6,
Brown University,Single and looking for a relationship,No,5,2,5,
University of Wisconsin-Madison,Single and looking for a relationship,No,5,3,6,
Harvard College,Single and not looking for a relationship,No,7,6,5,
Carleton College,Single and looking for a relationship,Yes,7,2,6,2
Harvard College,Single and looking for a relationship,No,5,2,,
Wesleyan University,Single and not looking for a relationship,Yes,6,3,6,1
Massachusetts Institute of Technology,Single and looking for a relationship,Yes,7,5,6,2
Harvard College,Single and looking for a relationship,Yes,7,5,6,1
Other,Single and looking for a relationship,Yes,8,7,7,2
The Claremont Colleges,Single and looking for a relationship,Yes,2,3,6,5
Carleton College,Single and looking for a relationship,No,5,0,6,
Harvard College,Single and looking for a relationship,Yes,5,3,6,1
Boston College,Single and looking for a relationship,No,5,0,5,
Boston College,Single and not looking for a relationship,No,4,,0,
University of Washington,Single and looking for a relationship,No,4,1,2,
Princeton University,"In a relationship, longer than 6 months",Yes,3,5,5,1
Carnegie Mellon University,Single and looking for a relationship,Yes,2,0,4,1
Carleton College,Single and not looking for a relationship,Yes,7,1,5,1
Wesleyan University,Single and looking for a relationship,No,7,2,6,
Brown University,"In a relationship, longer than 6 months",Yes,2,5,6,1
University of Pennsylvania,Single and looking for a relationship,No,,1,5,
Tufts University,"In a relationship, less than 6 months",Yes,8,7,6,1
Harvard College,Single and looking for a relationship,No,2,4,3,
Harvard College,"In a relationship, less than 6 months",Yes,6,6,6,1
Carleton College,Single and looking for a relationship,No,8,,8,
Princeton University,Single and looking for a relationship,No,6,3,1,
Dartmouth College,"In a relationship, longer than 6 months",Yes,8,8,8,2
Massachusetts Institute of Technology,Single and not looking for a relationship,Yes,4,3,4,1
University of Washington,Single and looking for a relationship,No,4,3,3,
University of Pennsylvania,Single and looking for a relationship,No,3,0,1,
Massachusetts Institute of Technology,Single and looking for a relationship,No,6,4,8,
Harvard College,Single and looking for a relationship,No,6,1,4,
"University of California, San Diego","In a relationship, less than 6 months",Yes,7,7,4,1
Washington University in St. Louis,Single and looking for a relationship,No,6,1,5,
Carleton College,"In a relationship, longer than 6 months",Yes,4,5,8,2
Washington University in St. Louis,Single and looking for a relationship,No,5,3,7,
The Claremont Colleges,Single and not looking for a relationship,Yes,6,2,7,1
University of Wisconsin-Madison,Single and not looking for a relationship,Yes,,3,6,4
University of Wisconsin-Madison,Single and looking for a relationship,Yes,6,2,6,1
Princeton University,"In a relationship, less than 6 months",Yes,5,7,6,1
Harvard College,Single and looking for a relationship,No,5,2,5,
Harvard College,"In a relationship, longer than 6 months",Yes,6,7,7,2
Harvard College,Single and not looking for a relationship,Yes,5,2,4,3
Washington University in St. Louis,Single and not looking for a relationship,Yes,5,4,3,2
University of Wisconsin-Madison,"In a relationship, longer than 6 months",Yes,6,7,6,1
University of Wisconsin-Madison,"In a relationship, less than 6 months",Yes,5,7,6,1
Harvard College,Single and looking for a relationship,Yes,6,2,7,2
Carnegie Mellon University,Single and looking for a relationship,Yes,5,3,5,1
University of Wisconsin-Madison,Single and looking for a relationship,No,6,1,4,
The Claremont Colleges,Single and not looking for a relationship,Yes,7,5,5,2
Yale University,Single and looking for a relationship,No,7,3,5,
Harvard College,"In a relationship, less than 6 months",Yes,4,7,6,2
Harvard College,Single and looking for a relationship,No,,0,1,
University of Washington,Single and looking for a relationship,No,3,4,4,
Harvard College,Single and looking for a relationship,No,6,2,5,
Harvard College,Single and looking for a relationship,No,7,4,3,
Harvard College,Single and not looking for a relationship,No,3,0,3,
Harvard College,Single and looking for a relationship,No,2,0,4,
University of Washington,Single and not looking for a relationship,No,5,4,5,
Harvard College,Single and not looking for a relationship,No,5,6,4,
Massachusetts Institute of Technology,Single and looking for a relationship,Yes,6,2,0,1
Carleton College,Single and looking for a relationship,Yes,2,2,6,1
Harvard College,"In a relationship, less than 6 months",Yes,6,6,7,2
The University of Chicago,Single and not looking for a relationship,Yes,7,3,7,2
The Claremont Colleges,"In a relationship, longer than 6 months",Yes,7,3,7,2
University of Washington,Single and looking for a relationship,No,6,4,6,
The University of Chicago,Single and not looking for a relationship,No,6,5,4,
University of Washington,Single and looking for a relationship,No,6,1,5,
Carleton College,Single and not looking for a relationship,No,5,3,2,
Harvard College,Single and looking for a relationship,No,6,3,4,
The University of Chicago,Single and looking for a relationship,Yes,6,3,6,4
Brown University,Single and looking for a relationship,No,7,2,6,
University of Washington,Single and looking for a relationship,No,6,5,6,
Yale University,Single and not looking for a relationship,No,4,5,,
Massachusetts Institute of Technology,Single and looking for a relationship,Yes,6,3,6,1
Carleton College,Single and looking for a relationship,No,5,,3,
The Claremont Colleges,"In a relationship, longer than 6 months",Yes,3,6,7,6
Princeton University,Single and looking for a relationship,No,5,3,7,
Harvard College,Single and looking for a relationship,Yes,3,0,2,2
Carleton College,"In a relationship, longer than 6 months",Yes,5,6,8,1
Tufts University,Single and looking for a relationship,No,3,2,4,
Tufts University,Single and looking for a relationship,No,6,3,5,
Tufts University,"In a relationship, less than 6 months",Yes,7,5,6,1
Washington University in St. Louis,Single and looking for a relationship,Yes,5,3,7,1
Washington University in St. Louis,"In a relationship, longer than 6 months",Yes,5,6,6,1
Wesleyan University,Single and looking for a relationship,No,5,2,4,
Wellesley College,Single and not looking for a relationship,No,7,2,4,
Yale University,"In a relationship, longer than 6 months",Yes,5,6,6,1
Massachusetts Institute of Technology,"In a relationship, less than 6 months",Yes,2,5,6,2
Princeton University,Single and looking for a relationship,No,3,4,3,
Harvard College,Single and not looking for a relationship,Yes,7,4,5,1
"University of California, San Diego",Single and not looking for a relationship,No,6,4,3,
Carleton College,Single and looking for a relationship,Yes,5,1,5,2
University of Wisconsin-Madison,Single and looking for a relationship,No,8,4,6,
Harvard College,Single and looking for a relationship,No,6,2,5,
Harvard College,Single and looking for a relationship,No,2,3,7,
The University of Chicago,Single and looking for a relationship,No,4,2,,
Yale University,Single and looking for a relationship,No,6,2,6,
Washington University in St. Louis,Single and looking for a relationship,No,7,0,5,
Harvard College,Single and looking for a relationship,No,6,2,1,
Dartmouth College,"In a relationship, longer than 6 months",Yes,5,6,6,2
Princeton University,Single and looking for a relationship,No,5,2,2,
University of Wisconsin-Madison,"In a relationship, less than 6 months",Yes,1,0,6,2
University of Pennsylvania,Single and not looking for a relationship,No,6,4,,
McGill University,"In a relationship, less than 6 months",Yes,8,7,8,1
Washington University in St. Louis,Single and looking for a relationship,No,6,4,,
Harvard College,"In a relationship, longer than 6 months",Yes,7,8,6,1
"University of California, San Diego",Single and looking for a relationship,No,6,2,1,
University of Wisconsin-Madison,Single and not looking for a relationship,No,5,,,
Boston College,Single and looking for a relationship,Yes,2,5,6,2
University of Washington,Single and looking for a relationship,No,2,3,5,
Boston College,Single and looking for a relationship,No,5,1,5,
Dartmouth College,Single and looking for a relationship,No,5,5,6,
University of Washington,"In a relationship, longer than 6 months",Yes,6,7,7,1
